ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x968e,COIMBRES07DEL01,39,4.4,10.96185,76.971082,11.00185,77.011082,2022-03-30,14:30:00,14:45:00,conditions Windy,High ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,33
0x3a82,HYDRES02DEL03,21,4.8,17.41233,78.449654,17.44233,78.479654,2022-03-28,22:30:00,22:35:00,conditions Windy,Low ,1,Snack ,motorcycle ,0,No ,Urban ,12
0x9c1e,PUNERES12DEL01,27,4.9,18.520016,73.830547,18.530016,73.840547,2022-03-19,11:35:00,11:45:00,conditions Fog,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,27
0xabd3,COIMBRES12DEL03,26,5.0,11.000762,76.981876,11.030762,77.011876,2022-03-01,22:00:00,22:05:00,conditions Sandstorms,Jam ,2,Buffet ,scooter ,1,No ,Urban ,22
0x7595,VADRES07DEL01,21,4.9,0.0,0.0,0.01,0.01,2022-03-28,09:20:00,09:30:00,conditions Sunny,Low ,2,Meal ,scooter ,0,No ,NaN ,19
0x1500,SURRES18DEL01,20,4.1,21.149834,72.778666,21.189834,72.818666,2022-03-17,13:45:00,14:00:00,conditions Stormy,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,33
0xaca5,SURRES13DEL01,22,4.8,21.170096,72.789122,21.180096,72.799122,2022-03-05,09:55:00,10:05:00,conditions Fog,Low ,2,Meal ,electric_scooter ,1,No ,Urban ,19
0x9d17,PUNERES16DEL01,38,4.6,18.536718,73.830327,18.646718,73.940327,2022-03-16,23:25:00,23:30:00,conditions Sunny,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,26
0x4a84,VADRES06DEL01,30,4.6,22.31279,73.170283,22.42279,73.280283,2022-03-20,21:30:00,21:40:00,conditions Fog,Jam ,1,Buffet ,motorcycle ,1,Yes ,Metropolitian ,45
0xcbb0,KOCRES15DEL01,22,4.8,10.027364,76.308258,10.097364,76.378258,2022-02-16,18:10:00,18:20:00,conditions Cloudy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,39
0x777e,SURRES12DEL02,30,4.6,21.183434,72.814492,21.233434,72.864492,2022-03-03,21:45:00,22:00:00,conditions Cloudy,Jam ,2,Buffet ,electric_scooter ,2,No ,Metropolitian ,38
0xb260,VADRES09DEL03,34,4.7,0.0,0.0,0.06,0.06,2022-03-30,20:30:00,20:40:00,conditions Sandstorms,Jam ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,29
0x68dd,VADRES14DEL03,26,4.6,22.311603,73.165012,22.401603,73.255012,2022-03-29,23:45:00,23:55:00,conditions Fog,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,21
0xce01,AURGRES09DEL02,22,4.6,19.874103,75.368419,19.924103,75.418419,2022-02-13,20:35:00,20:40:00,conditions Fog,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,27
0x69d6,SURRES07DEL01,28,4.7,21.170798,72.790489,21.240798,72.860489,2022-04-04,18:40:00,18:45:00,conditions Fog,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,39
0x2f1c,MYSRES19DEL02,20,4.5,12.334022,76.618203,12.414022,76.698203,2022-03-27,19:35:00,19:50:00,conditions Sandstorms,Jam ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,24
0x878e,RANCHIRES12DEL02,25,4.6,0.0,0.0,0.08,0.08,2022-03-06,21:50:00,22:05:00,conditions Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,26
0x9372,JAPRES20DEL02,33,4.9,26.956431,75.776649,27.036431,75.856649,2022-03-10,18:10:00,18:15:00,conditions Stormy,Medium ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,29
0xc511,DEHRES06DEL02,26,4.7,30.361281,78.068022,30.441281,78.148022,2022-02-12,17:10:00,17:15:00,conditions Fog,Medium ,2,Snack ,scooter ,0,No ,Metropolitian ,35
0xb7b3,PUNERES11DEL02,37,4.6,18.533811,73.899315,18.583811,73.949315,2022-03-24,22:25:00,22:30:00,conditions Windy,Low ,2,Snack ,motorcycle ,1,No ,Metropolitian ,28
0xacb4,MUMRES05DEL02,31,4.6,18.927584,72.832585,18.947584,72.852585,2022-04-03,09:20:00,09:25:00,conditions Fog,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,28
0x7c2b,INDORES01DEL01,27,4.8,22.695207,75.866059,22.805207,75.976059,2022-04-04,20:50:00,20:55:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,32
0x88a7,JAPRES11DEL01,37,4.5,26.90294,75.793007,27.01294,75.903007,2022-03-18,21:45:00,21:50:00,conditions Sandstorms,Jam ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,29
0x8c94,PUNERES17DEL01,22,4.5,18.530963,73.828972,18.540963,73.838972,2022-03-21,12:00:00,12:15:00,conditions Stormy,High ,2,Buffet ,scooter ,0,No ,Urban ,13
0x75f4,HYDRES12DEL01,27,4.7,17.429585,78.392621,17.439585,78.402621,2022-03-26,08:50:00,09:05:00,conditions Fog,Low ,0,Snack ,motorcycle ,0,No ,NaN ,18
0x6c7f,INDORES03DEL02,38,4.8,22.751857,75.866699,22.801857,75.916699,2022-03-26,21:25:00,21:40:00,conditions Sunny,Jam ,2,Snack ,motorcycle ,0,No ,Metropolitian ,17
0xd322,LUDHRES04DEL01,25,4.8,30.914057,75.83982,31.024057,75.94982,2022-02-18,21:55:00,22:00:00,conditions Sunny,Jam ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,24
0x7ae3,COIMBRES12DEL02,39,4.9,11.000762,76.981876,11.020762,77.001876,2022-03-28,08:10:00,08:25:00,conditions Sandstorms,Low ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,21
0x42c1,PUNERES15DEL01,28,5.0,18.636215,73.751081,18.646215,73.761081,2022-04-03,09:15:00,09:30:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,19
0x4eaf,HYDRES02DEL01,23,4.9,17.41233,78.449654,17.48233,78.519654,2022-04-06,21:00:00,21:05:00,conditions Fog,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,31
0xaf49,SURRES03DEL02,30,4.4,21.186884,72.793616,21.316884,72.923616,2022-03-27,17:30:00,17:40:00,conditions Windy,Medium ,0,Meal ,motorcycle ,1,Yes ,Metropolitian ,43
0xd24b,KOLRES17DEL02,39,4.6,22.569358,88.433452,22.699358,88.563452,2022-02-16,23:35:00,23:50:00,conditions Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,27
0x93dc,JAPRES09DEL03,21,4.7,26.911378,75.789034,27.001378,75.879034,2022-03-02,20:30:00,20:40:00,conditions Fog,Jam ,0,Snack ,motorcycle ,1,No ,Urban ,38
0x382d,INDORES02DEL01,29,4.8,22.651847,75.881991,22.721847,75.951991,2022-04-04,20:45:00,21:00:00,conditions Sandstorms,Jam ,2,Buffet ,scooter ,1,No ,Urban ,23
0x3b34,BANGRES09DEL02,33,4.6,12.934179,77.615797,12.954179,77.635797,2022-04-01,08:15:00,08:30:00,conditions Windy,Low ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,28
0x554a,HYDRES06DEL02,21,4.7,17.455894,78.375467,17.505894,78.425467,2022-03-28,23:35:00,23:45:00,conditions Windy,Low ,1,Buffet ,motorcycle ,0,No ,Urban ,11
0x4928,BANGRES01DEL01,26,4.6,12.933284,77.615428,12.943284,77.625428,2022-03-13,11:10:00,11:25:00,conditions Windy,High ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,26
0x6eeb,JAPRES18DEL02,23,4.6,26.913987,75.752891,26.933987,75.772891,2022-03-26,10:10:00,10:15:00,conditions Sunny,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,12
0xc423,KNPRES18DEL02,39,4.8,26.474133,80.3481,26.494133,80.3681,2022-02-15,10:55:00,11:10:00,conditions Fog,Low ,1,Meal ,motorcycle ,1,No ,Urban ,18
0x8b67,SURRES010DEL02,26,4.5,21.17106,72.789292,21.30106,72.919292,2022-03-10,23:10:00,23:15:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,24
0xc3b2,GOARES15DEL02,37,5.0,15.51315,73.78346,15.53315,73.80346,2022-02-13,11:15:00,11:20:00,conditions Sandstorms,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,31
0x7d59,CHENRES04DEL02,30,4.7,13.02978,80.208812,13.07978,80.258812,2022-04-01,18:30:00,18:45:00,conditions Fog,Medium ,2,Buffet ,scooter ,0,No ,Urban ,18
0x3d53,SURRES13DEL02,39,4.7,21.170096,72.789122,21.190096,72.809122,2022-03-26,09:00:00,09:15:00,conditions Sunny,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,25
0x1417,COIMBRES17DEL02,31,4.9,11.026117,76.944652,11.046117,76.964652,2022-03-03,08:35:00,08:50:00,conditions Fog,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,15
0x2d3d,JAPRES07DEL01,24,4.3,26.766536,75.837333,26.876536,75.947333,2022-03-02,19:45:00,20:00:00,conditions Cloudy,Jam ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,43
0x1f16,JAPRES12DEL02,31,4.5,26.902908,75.792934,26.922908,75.812934,2022-03-21,09:45:00,09:55:00,conditions Stormy,Low ,0,Snack ,motorcycle ,1,No ,Urban ,24
0x9fab,HYDRES16DEL03,34,4.7,17.440827,78.393391,17.500827,78.453391,2022-03-05,21:35:00,21:45:00,conditions Windy,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,45
0x7776,MYSRES11DEL01,20,4.9,12.323225,76.630028,12.363225,76.670028,2022-03-13,14:00:00,14:10:00,conditions Windy,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,31
0x2065,INDORES09DEL02,37,4.9,22.725835,75.887648,22.855835,76.017648,2022-03-06,23:45:00,23:50:00,conditions Cloudy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,29
0x50e8,INDORES13DEL02,37,4.9,22.745049,75.892471,22.795049,75.942471,2022-04-05,19:15:00,19:25:00,conditions Windy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,36
0x2703,HYDRES13DEL03,21,4.8,17.431477,78.40035,17.491477,78.46035,2022-03-17,18:25:00,18:30:00,conditions Fog,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,25
0x59ea,COIMBRES19DEL03,21,4.9,11.022298,76.998349,11.082298,77.058349,2022-03-13,18:25:00,18:30:00,conditions Cloudy,Medium ,1,Buffet ,motorcycle ,1,No ,NaN ,19
0x82e2,SURRES04DEL02,24,4.7,21.173493,72.801953,21.193493,72.821953,2022-03-24,10:10:00,10:25:00,conditions Fog,Low ,2,Snack ,scooter ,1,No ,Urban ,14
0x870a,VADRES09DEL01,26,5.0,0.0,0.0,0.11,0.11,2022-03-20,23:40:00,23:50:00,conditions Cloudy,Low ,2,Buffet ,scooter ,1,No ,Urban ,21
0xb9d2,SURRES13DEL01,23,4.9,21.170096,72.789122,21.180096,72.799122,2022-03-11,09:35:00,09:50:00,conditions Windy,Low ,2,Buffet ,electric_scooter ,1,No ,NaN ,12
0xcc44,LUDHRES18DEL03,30,4.2,30.890184,75.829615,30.980184,75.919615,2022-02-18,18:30:00,18:35:00,conditions Cloudy,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,42
0x840b,RANCHIRES11DEL01,37,4.5,23.359194,85.325447,23.469194,85.435447,2022-03-10,17:35:00,17:50:00,conditions Sunny,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,27
0x3f9f,RANCHIRES01DEL01,34,4.5,23.416792,85.316842,23.526792,85.426842,2022-03-29,23:10:00,23:20:00,conditions Fog,Low ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,38
0x3f06,MUMRES04DEL02,31,4.8,19.254567,72.848923,19.274567,72.868923,2022-03-11,09:00:00,09:05:00,conditions Windy,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,20
0x3f2c,INDORES07DEL03,25,4.7,22.722634,75.886959,22.752634,75.916959,2022-03-09,22:15:00,22:20:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,18
0x75f2,CHENRES05DEL03,24,4.9,13.058616,80.264151,13.148616,80.354151,2022-03-16,22:20:00,22:25:00,conditions Sandstorms,Low ,2,Buffet ,scooter ,0,NaN ,Urban ,11
0x69cc,RANCHIRES14DEL03,33,4.9,0.0,0.0,0.06,0.06,2022-03-15,22:40:00,22:45:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,21
0x98bd,HYDRES13DEL03,31,4.5,17.431477,78.40035,17.521477,78.49035,2022-04-04,19:45:00,19:50:00,conditions Fog,Jam ,0,Meal ,motorcycle ,2,No ,Metropolitian ,47
0xb556,VADRES08DEL02,38,4.8,0.0,0.0,0.02,0.02,2022-03-09,08:40:00,08:45:00,conditions Windy,Low ,2,Snack ,electric_scooter ,1,No ,Urban ,24
0xa8ac,SURRES15DEL03,36,4.9,21.160522,72.771477,21.250522,72.861477,2022-03-20,19:10:00,19:25:00,conditions Cloudy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,35
0x71bc,MYSRES09DEL02,38,4.8,12.323194,76.630583,12.453194,76.760583,2022-03-20,23:55:00,00:00:00,conditions Sandstorms,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,25
0xc631,AURGRES01DEL02,28,4.8,19.876219,75.346017,19.896219,75.366017,2022-02-15,10:10:00,10:20:00,conditions Sunny,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,21
0x84a8,SURRES04DEL02,28,4.7,21.173493,72.801953,21.253493,72.881953,2022-04-04,19:10:00,19:20:00,conditions Stormy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,38
0xa0d1,VADRES11DEL01,39,4.7,22.308096,73.167753,22.318096,73.177753,2022-03-17,08:10:00,08:15:00,conditions Windy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,29
0xd51b,LUDHRES19DEL02,20,4.8,30.902872,75.826808,30.922872,75.846808,2022-02-15,10:15:00,10:25:00,conditions Windy,Low ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,11
0xae00,SURRES13DEL01,36,4.9,21.170096,72.789122,21.280096,72.899122,2022-03-23,17:25:00,17:40:00,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,31
0xe1ec,ALHRES04DEL01,27,4.6,0.0,0.0,0.01,0.01,2022-02-15,09:30:00,09:45:00,conditions Stormy,Low ,2,Meal ,electric_scooter ,0,No ,Urban ,10
0xc673,ALHRES14DEL02,20,5.0,25.459775,81.834841,25.509775,81.884841,2022-02-17,19:45:00,19:55:00,conditions Fog,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,26
0xcb6f,GOARES03DEL02,22,2.6,15.574828,73.766883,15.654828,73.846883,2022-02-18,23:10:00,23:15:00,conditions Sunny,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,41
0xd830,ALHRES01DEL03,20,3.1,25.454648,81.834502,25.594648,81.974502,2022-02-14,23:10:00,23:20:00,conditions Sunny,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,35
0x84da,MUMRES20DEL01,21,4.6,19.103249,72.846749,19.213249,72.956749,2022-04-04,19:35:00,19:40:00,conditions Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,33
0xcc1,HYDRES04DEL01,22,4.8,17.411028,78.329645,17.421028,78.339645,2022-03-28,11:10:00,11:15:00,conditions Fog,High ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,22
0xc195,KNPRES15DEL03,36,4.9,26.482419,80.320939,26.512419,80.350939,2022-02-15,17:10:00,17:15:00,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,39
0xb35d,PUNERES03DEL03,25,4.1,18.554382,73.798206,18.644382,73.888206,2022-04-02,20:40:00,20:45:00,conditions Cloudy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,38
0x958c,BANGRES15DEL03,21,4.6,12.975377,77.696664,13.035377,77.756664,2022-03-19,23:00:00,23:15:00,conditions Cloudy,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,18
0x18f9,MUMRES17DEL01,23,5.0,19.121999,72.908493,19.131999,72.918493,2022-03-03,08:45:00,08:50:00,conditions Cloudy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,15
0x58dc,COIMBRES03DEL02,22,4.8,11.025083,77.015393,11.045083,77.035393,2022-03-19,08:50:00,09:05:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,14
0x6afc,VADRES07DEL02,20,5.0,0.0,0.0,0.02,0.02,2022-03-26,09:45:00,09:50:00,conditions Sunny,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,17
0xdd93,LUDHRES16DEL02,27,4.8,30.895817,75.813112,30.975817,75.893112,2022-02-12,18:50:00,19:05:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,44
0x4e50,INDORES04DEL02,22,5.0,22.753659,75.903365,22.773659,75.923365,2022-03-03,11:10:00,11:20:00,conditions Fog,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,25
0xe013,KOCRES07DEL02,20,4.7,9.985697,76.281128,10.035697,76.331128,2022-02-17,20:20:00,20:35:00,conditions Sunny,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,18
0x6c28,MYSRES13DEL01,29,3.6,12.310972,76.659264,12.320972,76.669264,2022-03-24,11:30:00,11:45:00,conditions Sunny,High ,0,Buffet ,motorcycle ,3,No ,Metropolitian ,48
0x434e,COIMBRES09DEL02,37,4.2,11.008638,76.984311,11.088638,77.064311,2022-03-06,18:10:00,18:15:00,conditions Windy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,39
0x2083,BANGRES07DEL03,29,4.6,12.978453,77.643685,13.008453,77.673685,2022-03-30,18:15:00,18:25:00,conditions Cloudy,Medium ,2,Buffet ,scooter ,0,No ,Urban ,14
0xdecb,DEHRES01DEL01,36,4.6,0.0,0.0,0.07,0.07,2022-02-16,17:20:00,17:25:00,conditions Cloudy,Medium ,0,Meal ,motorcycle ,0,No ,Urban ,36
0x4a32,MYSRES03DEL03,37,4.6,12.299524,76.64262,12.389524,76.73262,2022-04-04,20:00:00,20:10:00,conditions Sunny,Jam ,2,Meal ,scooter ,1,No ,Urban ,22
0x83b7,VADRES12DEL01,35,4.7,0.0,0.0,0.01,0.01,2022-03-19,09:10:00,09:25:00,conditions Sandstorms,Low ,2,Meal ,scooter ,1,No ,Urban ,26
0x85b6,HYDRES010DEL02,21,4.7,17.428294,78.404423,17.558294,78.534423,2022-03-27,20:35:00,20:40:00,conditions Windy,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,24
0x7b6f,JAPRES02DEL03,32,4.7,26.914142,75.805704,27.004142,75.895704,2022-03-10,20:55:00,21:00:00,conditions Sunny,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,21
0xae87,SURRES04DEL02,30,5.0,21.173493,72.801953,21.193493,72.821953,2022-03-07,08:45:00,08:50:00,conditions Windy,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,27
0x533e,INDORES04DEL01,37,4.3,22.753659,75.903365,22.823659,75.973365,2022-03-04,21:15:00,21:20:00,conditions Fog,Jam ,2,Drinks ,scooter ,2,Yes ,Metropolitian ,40
0x1765,MYSRES11DEL01,29,4.6,12.323225,76.630028,12.393225,76.700028,2022-04-02,21:30:00,21:45:00,conditions Cloudy,Jam ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,35
0x8514,JAPRES12DEL02,22,4.8,26.902908,75.792934,26.952908,75.842934,2022-03-01,18:15:00,18:30:00,conditions Windy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,29
0xdeb7,AGRRES03DEL03,30,4.5,27.160832,78.011608,27.220832,78.071608,2022-02-13,17:25:00,17:40:00,conditions Sunny,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,23
0x5179,INDORES03DEL01,28,4.7,22.751857,75.866699,22.791857,75.906699,2022-04-01,15:50:00,16:05:00,conditions Sandstorms,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,27
0x891a,BANGRES18DEL01,25,4.8,12.913041,77.683237,12.953041,77.723237,2022-03-17,14:30:00,14:35:00,conditions Stormy,High ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,27
0xaffa,INDORES14DEL03,20,4.6,22.761593,75.886362,22.821593,75.946362,2022-03-05,17:45:00,17:55:00,conditions Sunny,Medium ,1,Drinks ,motorcycle ,1,NaN ,Metropolitian ,10
0x3fd9,VADRES13DEL03,37,3.7,22.310237,73.158921,22.400237,73.248921,2022-04-06,23:40:00,23:45:00,conditions Cloudy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,33
0xbc6c,MYSRES010DEL01,31,4.9,12.321214,76.621094,12.361214,76.661094,2022-03-13,16:25:00,16:30:00,conditions Windy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,27
0xaf58,MUMRES03DEL02,23,4.3,19.22384,72.841347,19.30384,72.921347,2022-04-04,21:45:00,21:50:00,conditions Fog,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,43
0x4c39,MUMRES11DEL02,38,4.3,18.994237,72.825553,19.044237,72.875553,2022-03-11,18:30:00,18:35:00,conditions Windy,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,35
0xa63e,COIMBRES010DEL03,20,5.0,11.003008,76.97544,11.033008,77.00544,2022-03-11,18:40:00,18:45:00,conditions Fog,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,24
0x4c95,RANCHIRES19DEL02,27,4.6,23.333017,85.3172,23.463017,85.4472,2022-04-04,21:30:00,21:45:00,conditions Stormy,Jam ,2,Meal ,scooter ,1,No ,Urban ,26
0x2bfd,PUNERES010DEL02,30,4.2,18.539299,73.897902,18.559299,73.917902,2022-03-07,10:15:00,10:20:00,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,26
0x5bae,MYSRES19DEL03,29,4.6,12.334022,76.618203,12.394022,76.678203,2022-03-17,22:40:00,22:50:00,conditions Cloudy,Low ,2,Snack ,electric_scooter ,1,No ,NaN ,10
0x9516,INDORES17DEL02,31,5.0,22.761226,75.887522,22.811226,75.937522,2022-03-26,20:10:00,20:20:00,conditions Sunny,Jam ,2,Snack ,electric_scooter ,0,No ,Urban ,15
0xdad2,AURGRES20DEL02,32,4.5,0.0,0.0,0.08,0.08,2022-02-14,21:25:00,21:40:00,conditions Windy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,32
0x5d3c,MUMRES09DEL02,33,4.9,18.994049,72.825203,19.014049,72.845203,2022-04-01,08:45:00,08:50:00,conditions Sunny,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,12
0x4d60,MUMRES18DEL02,31,4.4,19.1093,72.825451,19.1593,72.875451,2022-03-26,22:35:00,22:45:00,conditions Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,24
0x5198,COIMBRES19DEL02,28,4.8,11.022298,76.998349,11.042298,77.018349,2022-03-21,10:50:00,10:55:00,conditions Cloudy,Low ,2,Meal ,motorcycle ,0,No ,Metropolitian ,12
0x2d66,VADRES16DEL03,21,4.7,0.0,0.0,0.09,0.09,2022-04-02,20:50:00,20:55:00,conditions Sandstorms,Jam ,2,Drinks ,scooter ,1,No ,Urban ,26
0x9b50,VADRES13DEL01,35,4.5,22.310237,73.158921,22.320237,73.168921,2022-04-01,10:45:00,11:00:00,conditions Fog,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,23
0x910e,HYDRES04DEL02,31,4.8,17.411028,78.329645,17.541028,78.459645,2022-03-25,18:10:00,18:25:00,conditions Stormy,Medium ,0,Snack ,motorcycle ,2,No ,Metropolitian ,36
0xa250,PUNERES11DEL01,33,4.7,18.533811,73.899315,18.603811,73.969315,2022-03-14,21:30:00,21:35:00,conditions Stormy,Jam ,1,Drinks ,scooter ,1,No ,NaN ,27
0x811c,MUMRES17DEL01,21,4.7,19.121999,72.908493,19.231999,73.018493,2022-03-08,22:55:00,23:00:00,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,15
0xe37,PUNERES16DEL01,25,4.6,18.536718,73.830327,18.606718,73.900327,2022-03-16,23:25:00,23:40:00,conditions Windy,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,17
0xcbd6,KNPRES08DEL01,22,4.8,0.0,0.0,0.07,0.07,2022-02-18,23:00:00,23:05:00,conditions Fog,Low ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,26
0x5f57,MUMRES01DEL03,28,4.5,19.12663,72.829976,19.15663,72.859976,2022-03-09,23:25:00,23:40:00,conditions Fog,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,19
0xd0f0,GOARES19DEL02,35,4.0,0.0,0.0,0.08,0.08,2022-02-12,22:00:00,22:15:00,conditions Windy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,51
0x55fd,MYSRES14DEL01,30,4.7,0.0,0.0,0.01,0.01,2022-03-19,11:50:00,11:55:00,conditions Windy,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,34
0x8088,MUMRES14DEL03,32,4.6,19.1813,72.836191,19.2113,72.866191,2022-03-17,23:00:00,23:10:00,conditions Fog,Low ,1,Buffet ,motorcycle ,1,No ,Urban ,17
0x667a,MYSRES19DEL01,38,4.9,12.334022,76.618203,12.344022,76.628203,2022-04-05,09:30:00,09:35:00,conditions Fog,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,17
0x67be,MYSRES18DEL03,20,4.9,12.337928,76.617889,12.397928,76.677889,2022-03-05,19:55:00,20:10:00,conditions Sunny,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,13
0xc1e5,KOLRES17DEL01,23,5.0,22.569358,88.433452,22.579358,88.443452,2022-02-11,09:20:00,09:35:00,conditions Sandstorms,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,16
0xbe6,COIMBRES16DEL01,27,4.6,11.010375,76.95295,11.120375,77.06295,2022-03-06,23:55:00,00:10:00,conditions Fog,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,26
0x7939,SURRES16DEL01,38,4.5,21.160437,72.774209,21.270437,72.884209,2022-04-06,21:35:00,21:40:00,conditions Sandstorms,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,43
0x2360,INDORES08DEL01,33,5.0,22.725748,75.898497,22.835748,76.008497,2022-03-14,18:25:00,18:35:00,conditions Windy,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,26
0x25c3,MYSRES16DEL02,21,4.7,12.316967,76.603067,12.396967,76.683067,2022-03-04,21:55:00,22:05:00,conditions Stormy,Jam ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,27
0x2442,BANGRES05DEL03,21,2.6,12.970324,77.645748,13.060324,77.735748,2022-04-02,23:15:00,23:20:00,conditions Sunny,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,38
0x99dd,INDORES010DEL01,23,4.3,22.75004,75.902847,22.82004,75.972847,2022-03-23,18:40:00,18:45:00,conditions Cloudy,Medium ,1,Snack ,scooter ,0,No ,Metropolitian ,35
